#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
593	ENSCSAT00000008039.1	chr1	+	1094581	1125045	1094683	1123985	6	1094581,1107358,1111830,1113100,1114626,1123770,	1094716,1107508,1112013,1113253,1114717,1125045,	0	ENSCSAG00000009953.1	cmpl	cmpl	0,0,0,0,0,1,
1026	ENSCSAT00000002402.1	chr1	-	57862897	57880699	57862897	57880699	5	57862897,57869634,57870061,57871622,57880299,	57863739,57869736,57870194,57871705,57880699,	0	ENSCSAG00000004376.1	cmpl	cmpl	1,1,0,1,0,
814	ENSCSAT00000003468.1	chr1	-	30039748	30132416	30042930	30132219	17	30039748,30049955,30052356,30056870,30060556,30061947,30063914,30065889,30067731,30070544,30071130,30074064,30082402,30085546,30091619,30095257,30132152,	30043135,30050034,30052428,30056933,30060760,30062037,30064016,30066021,30067860,30070661,30071244,30074190,30082633,30085615,30091753,30095423,30132416,	0	ENSCSAG00000005433.1	cmpl	cmpl	2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,
101	ENSCSAT00000003504.1	chr1	-	29464089	29592270	29464132	29591780	5	29464089,29524860,29534220,29568898,29591111,	29464160,29524880,29534460,29568976,29592270,	0	ENSCSAG00000005470.1	cmpl	cmpl	2,0,0,0,0,
100	ENSCSAT00000003511.1	chr1	-	28771792	28841572	28774266	28841572	8	28771792,28786333,28791406,28804451,28810863,28823573,28839296,28841408,	28774661,28786460,28791547,28804543,28810921,28823622,28839377,28841572,	0	ENSCSAG00000005478.1	cmpl	cmpl	1,0,0,1,0,2,2,0,
616	ENSCSAT00000007447.1	chr1	+	4071387	4101717	4071387	4101717	9	4071387,4072039,4072392,4073743,4082063,4084169,4085209,4087027,4101146,	4071526,4072120,4072401,4073764,4082194,4084281,4085230,4089434,4101717,	0	ENSCSAG00000009403.1	incmpl	cmpl	0,1,1,1,1,0,1,1,2,
0	ENSCSAT00000001934.1	chr1	+	67032435	67353166	67032791	67350386	15	67032435,67069854,67079644,67095551,67104783,67128823,67178675,67197039,67213924,67217537,67219106,67227068,67276030,67324740,67349683,	67032908,67069972,67079679,67095713,67104858,67128909,67178781,67197166,67214009,67217625,67219167,67227234,67276109,67324832,67353166,	0	ENSCSAG00000003902.1	cmpl	cmpl	0,0,1,0,0,0,2,0,1,2,0,1,2,0,2,
1100	ENSCSAT00000001918.1	chr1	-	67564076	67595179	67564076	67595179	5	67564076,67568824,67574182,67579079,67595090,	67566007,67568861,67574290,67579200,67595179,	0	ENSCSAG00000003894.1	cmpl	cmpl	1,0,0,2,0,
153	ENSCSAT00000001496.1	chr1	-	84398026	84445971	84398026	84445856	11	84398026,84403621,84412483,84416334,84418470,84429943,84430835,84431958,84433552,84434799,84445801,	84398334,84403791,84412653,84416433,84418698,84430028,84430931,84432047,84433643,84434923,84445971,	0	ENSCSAG00000003469.1	cmpl	cmpl	1,2,0,0,0,2,2,0,2,1,0,
155	ENSCSAT00000001320.1	chr1	+	86337579	86377974	86337646	86377974	2	86337579,86376771,	86337946,86377974,	0	ENSCSAG00000003290.1	cmpl	cmpl	0,0,
92	ENSCSAT00000006085.1	chr11	+	20236429	20540900	20236429	20540900	16	20236429,20423324,20482343,20485119,20490486,20498887,20502694,20503898,20506089,20508821,20515528,20515783,20517873,20519610,20521966,20540658,	20237389,20423375,20482601,20485274,20490602,20499107,20502780,20504053,20506227,20508936,20515642,20515983,20518077,20519766,20522225,20540900,	0	ENSCSAG00000008069.1	cmpl	cmpl	0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,1,
108	ENSCSAT00000005162.1	chr11	+	37167078	37333314	37167154	37329703	23	37167078,37168753,37177034,37180934,37183216,37190487,37194429,37194665,37197747,37198540,37203153,37207357,37207746,37223426,37244922,37259290,37277825,37280308,37283496,37288280,37290996,37292205,37329626,	37167215,37168786,37177167,37181107,37183312,37190694,37194529,37194847,37197872,37198658,37203304,37207485,37207922,37223547,37245081,37259440,37277896,37280543,37283600,37288467,37291109,37292362,37333314,	0	ENSCSAG00000007119.1	cmpl	cmpl	0,1,1,2,1,1,1,2,1,0,1,2,1,0,1,1,1,0,1,0,1,0,1,
113	ENSCSAT00000004790.1	chr11	+	42028082	42118892	42028082	42116022	17	42028082,42032091,42047458,42047618,42048201,42048378,42050075,42057543,42059521,42060264,42060720,42071953,42102058,42102284,42103704,42103916,42115877,	42028272,42032159,42047525,42047869,42048298,42048588,42050243,42057625,42059656,42060461,42063584,42072102,42102197,42102370,42103828,42104008,42118892,	0	ENSCSAG00000006749.1	cmpl	cmpl	0,1,0,1,0,1,1,1,2,2,1,0,2,0,2,0,2,
974	ENSCSAT00000003390.1	chr11	-	51042094	51070939	51055059	51068390	11	51042094,51055058,51056322,51057627,51059927,51060269,51061061,51061734,51067303,51068227,51070646,	51044583,51055158,51057134,51057836,51060026,51060306,51061115,51061784,51067346,51068435,51070939,	0	ENSCSAG00000005358.1	cmpl	cmpl	-1,0,1,2,2,1,1,2,1,0,-1,
15	ENSCSAT00000002572.1	chr11	-	57597696	57763149	57600301	57763088	4	57597696,57641999,57643248,57762982,	57600313,57642124,57643401,57763149,	0	ENSCSAG00000004540.1	cmpl	cmpl	0,1,1,0,
1	ENSCSAT00000002544.1	chr11	-	58534471	58820387	58539156	58820300	10	58534471,58558179,58582083,58586323,58612556,58630565,58680348,58693482,58719225,58820055,	58539304,58558331,58582191,58586387,58612675,58630650,58680461,58693827,58719391,58820387,	0	ENSCSAG00000004515.1	cmpl	cmpl	2,0,0,2,0,2,0,0,2,0,
16	ENSCSAT00000002529.1	chr11	+	59549224	59851302	59549474	59851302	22	59549224,59692070,59698308,59725720,59751490,59752149,59773117,59775924,59789390,59790731,59797486,59801725,59805346,59805541,59807662,59819474,59822278,59826318,59836491,59838097,59838369,59850927,	59549541,59692266,59698471,59725783,59751673,59752278,59773339,59776026,59789588,59790816,59797514,59801828,59805407,59805619,59807797,59819580,59822503,59826398,59836672,59838232,59838709,59851302,	0	ENSCSAG00000004499.1	cmpl	incmpl	0,1,2,0,0,0,0,0,0,0,1,2,0,1,1,1,2,2,1,2,2,0,
1083	ENSCSAT00000002221.1	chr11	-	65283137	65326536	65283137	65326536	9	65283137,65302140,65303612,65307617,65307881,65309415,65322415,65323110,65326384,	65284047,65302292,65303693,65307770,65307959,65309570,65322649,65323205,65326536,	0	ENSCSAG00000004199.1	cmpl	cmpl	2,0,0,0,0,1,1,2,0,
1088	ENSCSAT00000002204.1	chr11	+	65944521	66007201	65945012	66007201	3	65944521,65978633,66007032,	65945348,65978761,66007201,	0	ENSCSAG00000004174.1	cmpl	cmpl	0,0,2,
2	ENSCSAT00000001811.1	chr11	-	83856156	83943083	83868973	83942897	10	83856156,83868936,83870114,83870831,83877548,83878350,83880722,83894373,83907675,83942882,	83860555,83869013,83870182,83870941,83877632,83878507,83880893,83894436,83907789,83943083,	0	ENSCSAG00000003781.1	cmpl	cmpl	-1,2,0,1,1,0,0,0,0,0,
154	ENSCSAT00000001793.1	chr11	-	84989168	85103957	84989168	85053701	22	84989168,84996421,84996948,84999187,85000905,85001574,85002014,85007708,85008196,85008971,85014893,85018046,85019618,85022250,85024502,85025674,85028454,85032599,85032814,85040339,85053493,85103785,	84989194,84996575,84997131,84999295,85001117,85001788,85002206,85007815,85008284,85009151,85015131,85018288,85019861,85022465,85024664,85025713,85028595,85032725,85033069,85040537,85053922,85103957,	0	ENSCSAG00000003766.1	cmpl	cmpl	1,0,0,0,1,0,0,1,0,0,2,0,0,1,1,1,1,1,1,1,0,-1,
168	ENSCSAT00000001026.1	chr11	+	99665289	99981977	99665289	99981977	3	99665289,99814688,99981125,	99665407,99814774,99981977,	0	ENSCSAG00000002999.1	cmpl	incmpl	0,1,0,
1531	ENSCSAT00000016569.1	chr11	+	123997906	124087645	123997988	124086023	6	123997906,124050551,124073523,124075625,124077016,124084817,	123998141,124050695,124073729,124075899,124077208,124087645,	0	ENSCSAG00000001960.1	cmpl	cmpl	0,0,0,2,0,0,
191	ENSCSAT00000016581.1	chr11	+	124249339	124353079	124249339	124353079	11	124249339,124261022,124272678,124285142,124287627,124299096,124299848,124317100,124318819,124327251,124352917,	124249490,124261128,124272730,124285179,124287684,124299192,124299898,124317144,124318940,124327350,124353079,	0	ENSCSAG00000001950.1	incmpl	cmpl	0,1,2,0,1,1,1,0,2,0,0,
93	ENSCSAT00000015889.1	chr3	-	21022116	21128503	21022127	21128503	13	21022116,21023043,21028913,21034591,21051514,21053244,21060285,21092015,21101646,21102468,21105834,21107359,21128315,	21022341,21023075,21029013,21034665,21051598,21053277,21060379,21092089,21101730,21102542,21105927,21107418,21128503,	0	ENSCSAG00000017797.1	cmpl	cmpl	2,0,2,0,0,0,2,0,0,1,1,2,0,
95	ENSCSAT00000015859.1	chr3	-	23841194	23908631	23841370	23908536	2	23841194,23908401,	23842045,23908631,	0	ENSCSAG00000017765.1	cmpl	cmpl	0,0,
12	ENSCSAT00000015816.1	chr3	-	27225945	27314318	27228139	27294224	9	27225945,27246754,27253576,27258034,27264507,27273882,27290854,27294122,27313808,	27228319,27246898,27253642,27258094,27264676,27274001,27291019,27294264,27314318,	0	ENSCSAG00000017717.1	cmpl	cmpl	0,0,0,0,2,0,0,0,-1,
807	ENSCSAT00000015792.1	chr3	+	29136152	29165152	29136152	29165152	2	29136152,29164345,	29136884,29165152,	0	ENSCSAG00000017698.1	incmpl	cmpl	0,0,
855	ENSCSAT00000015739.1	chr3	+	35426229	35519023	35426229	35514740	5	35426229,35428710,35457334,35457530,35514057,	35428584,35428794,35457393,35457700,35519023,	0	ENSCSAG00000017645.1	cmpl	cmpl	0,0,0,2,1,
855	ENSCSAT00000015739.1	chr3	+	35426229	35519023	35426229	35514740	5	35426229,35428710,35457334,35457530,35514057,	35428584,35428794,35457393,35457700,35519023,	0	ENSCSAG00000017645.1	cmpl	cmpl	0,0,0,2,1,
121	ENSCSAT00000015724.1	chr3	-	50590270	50836590	50593816	50836393	11	50590270,50630497,50631063,50634232,50643964,50711155,50713998,50727149,50727726,50785912,50836341,	50593854,50630566,50631207,50634380,50644116,50711290,50714134,50727322,50727882,50786074,50836590,	0	ENSCSAG00000017630.1	cmpl	cmpl	1,1,1,0,1,1,0,1,1,1,0,
145	ENSCSAT00000015616.1	chr3	+	76146339	76184664	76146368	76181098	2	76146339,76180860,	76146682,76184664,	0	ENSCSAG00000017521.1	cmpl	cmpl	0,2,
1256	ENSCSAT00000015565.1	chr3	-	88045273	88074664	88047902	88074660	2	88045273,88071944,	88047907,88074664,	0	ENSCSAG00000017471.1	cmpl	cmpl	1,0,
86	ENSCSAT00000013549.1	chr24	+	13999937	14359882	14051715	14356852	13	13999937,14050926,14051655,14072873,14074608,14076383,14092031,14108727,14109020,14160231,14229491,14304956,14356785,	14000072,14051064,14051734,14073105,14074744,14076489,14092161,14108761,14109191,14160339,14229586,14305187,14359882,	0	ENSCSAG00000015453.1	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,0,0,2,2,
793	ENSCSAT00000013268.1	chr24	-	27314282	27383342	27317129	27383289	10	27314282,27335386,27337961,27339583,27346461,27352044,27363758,27372817,27373711,27383149,	27317325,27335518,27338119,27339751,27346496,27352207,27363890,27372969,27373827,27383342,	0	ENSCSAG00000015176.1	cmpl	cmpl	2,2,0,0,1,0,0,1,2,0,
1008	ENSCSAT00000004471.1	chr26	+	55471906	55538855	55471906	55538855	6	55471906,55503059,55506008,55519072,55525603,55538513,	55472154,55503142,55506146,55519225,55525848,55538855,	0	ENSCSAG00000006440.1	incmpl	cmpl	0,2,1,1,1,0,
976	ENSCSAT00000004902.1	chr26	-	51313742	51359340	51313742	51359000	2	51313742,51358423,	51314032,51359340,	0	ENSCSAG00000006853.1	cmpl	cmpl	1,0,
912	ENSCSAT00000005382.1	chr26	+	42894459	42915062	42896792	42911132	4	42894459,42896787,42898552,42911030,	42894608,42897084,42898713,42915062,	0	ENSCSAG00000007337.1	cmpl	cmpl	-1,0,1,0,
101	ENSCSAT00000009651.1	chr26	+	29699644	29904754	29699672	29901617	20	29699644,29710268,29714806,29716097,29716954,29718553,29719970,29720498,29725059,29725903,29729468,29731832,29759721,29809448,29811965,29816181,29828913,29895976,29901561,29904396,	29699825,29710375,29714885,29716272,29717031,29718673,29720116,29720595,29725201,29726149,29729689,29732028,29759918,29810266,29812057,29816261,29829109,29896081,29901669,29904754,	0	ENSCSAG00000011567.1	cmpl	cmpl	0,0,2,0,1,0,0,2,0,1,1,0,1,0,2,1,0,1,1,-1,
800	ENSCSAT00000009736.1	chr26	+	28197463	28227963	28197485	28225311	5	28197463,28201556,28203339,28208351,28225112,	28197638,28201642,28203443,28208475,28227963,	0	ENSCSAG00000011625.1	cmpl	cmpl	0,0,2,1,2,
659	ENSCSAT00000012130.1	chr26	+	9737949	9749062	9737949	9749062	2	9737949,9748336,	9738105,9749062,	0	ENSCSAG00000014038.1	cmpl	cmpl	0,0,
632	ENSCSAT00000012817.1	chr26	+	6225609	6251896	6225770	6249930	7	6225609,6240472,6240865,6242464,6243841,6244301,6249837,	6225833,6240664,6240940,6242566,6243994,6244385,6251896,	0	ENSCSAG00000014721.1	cmpl	cmpl	0,0,0,0,0,0,0,
91	ENSCSAT00000014943.1	chr29	-	19632025	19707425	19633785	19707249	3	19632025,19691315,19707202,	19635378,19691811,19707425,	0	ENSCSAG00000016847.1	cmpl	cmpl	0,2,0,
605	ENSCSAT00000008435.1	chr5	+	2670080	2690582	2670080	2688475	7	2670080,2670813,2673793,2677083,2678174,2680881,2688435,	2670405,2671296,2674258,2677347,2678447,2680942,2690582,	0	ENSCSAG00000010349.1	cmpl	cmpl	0,1,1,1,1,1,2,
76	ENSCSAT00000007722.1	chr5	-	3641348	3796198	3644462	3795963	10	3641348,3655742,3658269,3660476,3664537,3670441,3675017,3676262,3687917,3794270,	3645654,3655784,3658418,3660636,3664746,3670544,3675235,3676367,3688108,3796198,	0	ENSCSAG00000009642.1	cmpl	cmpl	2,2,0,2,0,2,0,0,1,0,
651	ENSCSAT00000006728.1	chr5	+	8652261	8682105	8652697	8678381	4	8652261,8653563,8664538,8678136,	8652923,8653644,8664814,8682105,	0	ENSCSAG00000008664.1	cmpl	cmpl	0,1,1,1,
10	ENSCSAT00000006243.1	chr5	+	11448194	12031613	11448267	12031613	21	11448194,11470024,11474556,11498570,11516319,11520198,11522189,11525696,11535375,11540475,11543830,11589996,11593053,11662183,11740434,11817024,11860356,11865352,11939940,11985423,12031483,	11448274,11470086,11474609,11498695,11516500,11520269,11522438,11526072,11535494,11540551,11543913,11590060,11593182,11662266,11740541,11817141,11860412,11865434,11940081,11985563,12031613,	0	ENSCSAG00000008198.1	cmpl	cmpl	0,1,0,2,1,2,1,1,2,1,2,1,2,2,1,0,0,2,0,0,2,
84	ENSCSAT00000006226.1	chr5	-	12110125	12248943	12113632	12248844	4	12110125,12153287,12226114,12248774,	12113862,12153713,12226333,12248943,	0	ENSCSAG00000008177.1	cmpl	cmpl	1,1,1,0,
681	ENSCSAT00000006214.1	chr5	+	12652734	12690648	12652790	12686638	3	12652734,12663355,12686258,	12652935,12663403,12690648,	0	ENSCSAG00000008163.1	cmpl	cmpl	0,1,1,
732	ENSCSAT00000005396.1	chr5	+	19358961	19380332	19358991	19379997	2	19358961,19378907,	19359155,19380332,	0	ENSCSAG00000007352.1	cmpl	cmpl	0,2,
97	ENSCSAT00000004440.1	chr5	-	25494991	25759696	25494991	25759696	7	25494991,25510142,25531247,25547622,25585051,25661918,25759353,	25495086,25510213,25531415,25547734,25585204,25661966,25759696,	0	ENSCSAG00000006403.1	incmpl	cmpl	1,2,2,1,1,1,0,
1027	ENSCSAT00000002176.1	chr5	-	57937175	57978449	57940348	57978149	5	57937175,57944060,57954654,57955518,57977975,	57940439,57944089,57954684,57955647,57978449,	0	ENSCSAG00000004146.1	cmpl	cmpl	2,0,0,0,0,
593	ENSCSAT00000012157.1	chr16	-	1102347	1135166	1105403	1135072	3	1102347,1118767,1134831,	1105411,1119133,1135166,	0	ENSCSAG00000014068.1	cmpl	cmpl	1,1,0,
597	ENSCSAT00000011914.1	chr16	-	1576248	1664947	1578050	1664652	2	1576248,1664639,	1579375,1664947,	0	ENSCSAG00000013825.1	cmpl	cmpl	1,0,
76	ENSCSAT00000011290.1	chr16	-	3742880	3845522	3757510	3845214	6	3742880,3757473,3764125,3771964,3786452,3845168,	3746333,3757597,3764304,3772062,3786555,3845522,	0	ENSCSAG00000013192.1	cmpl	cmpl	-1,0,1,2,1,0,
81	ENSCSAT00000008231.1	chr16	+	9162106	9227581	9162106	9227581	13	9162106,9170012,9172203,9178095,9190364,9193323,9196095,9197307,9198173,9209024,9218275,9225855,9227245,	9162295,9170100,9172308,9178217,9190471,9193477,9196255,9197368,9198243,9209113,9218414,9225897,9227581,	0	ENSCSAG00000010211.1	cmpl	cmpl	0,0,1,1,0,2,0,1,2,0,2,0,0,
85	ENSCSAT00000007100.1	chr16	-	12835337	12935627	12835337	12935627	2	12835337,12935028,	12835956,12935627,	0	ENSCSAG00000009036.1	incmpl	cmpl	2,0,
1101	ENSCSAT00000000652.1	chr16	-	67680017	67732938	67681451	67728179	23	67680017,67691697,67693820,67694487,67700419,67701382,67701757,67705735,67709208,67709743,67711378,67711764,67713384,67719558,67721222,67721491,67721813,67723793,67727671,67727857,67728112,67730118,67732766,	67682480,67691729,67693917,67694529,67700545,67701472,67701831,67705814,67709364,67709865,67711509,67711826,67713702,67719702,67721280,67721603,67721969,67724958,67727726,67727936,67728208,67730146,67732938,	0	ENSCSAG00000002632.1	cmpl	cmpl	0,1,0,0,0,0,1,0,0,1,2,0,0,0,2,1,1,0,2,1,0,-1,-1,
137	ENSCSAT00000000650.1	chr16	+	67587581	67659599	67587581	67659599	19	67587581,67614964,67625601,67629445,67630234,67630864,67631455,67633356,67633684,67634005,67635357,67640876,67641137,67641609,67642352,67644212,67644659,67649387,67659467,	67587603,67615266,67625622,67629641,67630433,67630958,67632324,67633449,67633728,67634193,67635533,67641007,67641285,67641856,67642587,67644367,67644812,67649534,67659599,	0	ENSCSAG00000002635.1	cmpl	incmpl	0,1,0,0,1,2,0,2,2,1,0,2,1,2,0,1,0,0,0,
105	ENSCSAT00000003897.1	chr16	-	34042550	34086816	34047238	34086816	4	34042550,34052867,34053962,34086699,	34047328,34052976,34054006,34086816,	0	ENSCSAG00000005856.1	cmpl	cmpl	0,2,0,0,
127	ENSCSAT00000002030.1	chr16	+	56880933	56950999	56881031	56946159	16	56880933,56881181,56893675,56896712,56900873,56903906,56906985,56911024,56912372,56913858,56914909,56917969,56920305,56928282,56940251,56946129,	56881095,56881208,56893969,56897018,56901149,56904155,56907261,56911312,56912480,56913886,56914983,56918023,56920368,56928339,56940274,56950999,	0	ENSCSAG00000004001.1	cmpl	cmpl	0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,
14	ENSCSAT00000002479.1	chr16	+	48132768	48301648	48132768	48301648	45	48132768,48133459,48167697,48183791,48191334,48198772,48201323,48201654,48203799,48205586,48207759,48208829,48215372,48215944,48217023,48220621,48224078,48225330,48238441,48238824,48239353,48241275,48242099,48242341,48245185,48246245,48247016,48249224,48250300,48252773,48254261,48254895,48256792,48259823,48261224,48261481,48270945,48274126,48277707,48281587,48287165,48289013,48289419,48291066,48301294,	48132832,48133619,48167804,48183939,48191468,48198884,48201514,48201738,48203994,48205703,48207927,48208932,48215549,48216081,48217171,48220762,48224260,48225446,48238637,48238923,48239545,48241397,48242209,48242492,48245423,48246367,48247206,48249323,48250495,48252975,48254365,48254966,48256928,48259880,48261326,48261597,48271132,48274264,48277869,48281713,48287330,48289154,48289558,48291193,48301648,	0	ENSCSAG00000004490.1	incmpl	cmpl	0,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,1,0,1,1,1,0,2,0,1,0,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,2,0,
1120	ENSCSAT00000000417.1	chr16	+	70226939	70235193	70226939	70235193	4	70226939,70227301,70228941,70235103,	70227050,70227411,70229059,70235193,	0	ENSCSAG00000002402.1	cmpl	cmpl	0,0,2,0,
17	ENSCSAT00000000125.1	chr16	+	74426104	74503373	74426174	74503373	9	74426104,74457821,74470850,74474540,74484161,74485403,74487228,74488372,74503176,	74426455,74458016,74470998,74474687,74484355,74485579,74487525,74488582,74503373,	0	ENSCSAG00000002109.1	cmpl	cmpl	0,2,2,0,0,2,1,1,1,
1043	ENSCSAT00000015712.1	chr18	-	60088524	60120114	60088524	60120114	11	60088524,60096765,60100392,60103022,60106205,60106543,60108941,60109179,60111147,60114659,60119843,	60088733,60096897,60100546,60103099,60106385,60106699,60109091,60109283,60111246,60114759,60120114,	0	ENSCSAG00000017618.1	cmpl	cmpl	1,1,0,1,1,1,1,2,2,1,0,
138	ENSCSAT00000015648.1	chr18	+	68583258	68736771	68583346	68732985	7	68583258,68649748,68665878,68687743,68688829,68719067,68732890,	68583385,68649828,68665960,68687815,68688936,68719177,68736771,	0	ENSCSAG00000017553.1	cmpl	cmpl	0,0,2,0,0,2,1,
127	ENSCSAT00000015793.1	chr18	+	56880635	56944306	56880730	56941985	10	56880635,56894263,56897156,56904516,56909676,56913870,56923932,56925691,56930979,56941901,	56880751,56894374,56897255,56904615,56909775,56913969,56924031,56925787,56931078,56944306,	0	ENSCSAG00000017699.1	cmpl	cmpl	0,0,0,0,0,0,0,0,0,0,
107	ENSCSAT00000016046.1	chr18	-	35824663	36007161	35824663	35931514	4	35824663,35849192,35928171,36007025,	35825034,35849363,35931631,36007161,	0	ENSCSAG00000017949.1	incmpl	cmpl	1,1,0,-1,
829	ENSCSAT00000016122.1	chr18	+	31993680	32024850	31993824	32022572	4	31993680,31995770,32001328,32022033,	31994437,31995824,32001403,32024850,	0	ENSCSAG00000018024.1	cmpl	cmpl	0,1,1,1,
93	ENSCSAT00000016256.1	chr18	+	21107368	21252693	21124158	21251681	13	21107368,21124154,21128494,21155928,21197724,21206705,21211964,21212192,21218059,21220414,21229167,21234969,21251464,	21107670,21124282,21128612,21157639,21201112,21206853,21212092,21212228,21218334,21220503,21229385,21235018,21252693,	0	ENSCSAG00000018160.1	cmpl	cmpl	-1,0,1,2,0,1,2,1,1,0,2,1,2,
89	ENSCSAT00000016283.1	chr18	-	17382569	17445587	17385622	17421287	10	17382569,17401048,17404080,17408852,17410572,17412302,17416586,17421169,17422867,17445536,	17385906,17401832,17404133,17408966,17410667,17412396,17416730,17421295,17422949,17445587,	0	ENSCSAG00000018186.1	cmpl	cmpl	1,0,1,1,2,1,1,0,-1,-1,
88	ENSCSAT00000016287.1	chr18	+	16441732	16637895	16441732	16637895	2	16441732,16637763,	16442317,16637895,	0	ENSCSAG00000018191.1	cmpl	incmpl	0,0,
9	ENSCSAT00000016327.1	chr18	-	4844049	5269118	4845221	5269065	8	4844049,4993050,5022341,5031524,5035267,5131495,5258963,5264375,	4846540,4993229,5022462,5031608,5035434,5131570,5259078,5269118,	0	ENSCSAG00000018231.1	cmpl	cmpl	1,2,1,1,2,2,1,0,
602	ENSCSAT00000009595.1	chr6	-	2287894	2293067	2287894	2293067	2	2287894,2292986,	2288020,2293067,	0	ENSCSAG00000011506.1	cmpl	cmpl	0,0,
725	ENSCSAT00000003062.1	chr6	-	18457569	18475551	18457569	18475551	3	18457569,18474180,18475421,	18458840,18474276,18475551,	0	ENSCSAG00000005029.1	cmpl	incmpl	1,1,0,
734	ENSCSAT00000003010.1	chr6	+	19569081	19580532	19569081	19580532	3	19569081,19570097,19578733,	19569265,19570193,19580532,	0	ENSCSAG00000004980.1	cmpl	cmpl	0,1,1,
735	ENSCSAT00000003002.1	chr6	-	19710360	19730847	19713085	19730693	2	19710360,19730572,	19714476,19730847,	0	ENSCSAG00000004974.1	cmpl	cmpl	1,0,
91	ENSCSAT00000003000.1	chr6	-	19789493	19884433	19792704	19884343	3	19789493,19810656,19884309,	19794893,19810755,19884433,	0	ENSCSAG00000004971.1	cmpl	cmpl	1,1,0,
92	ENSCSAT00000002984.1	chr6	-	20145396	20216108	20145396	20216108	14	20145396,20146899,20147079,20151362,20151580,20154345,20198701,20199030,20199367,20200861,20210462,20215340,20215743,20216082,	20145572,20146995,20147194,20151499,20151698,20154353,20198861,20199352,20200780,20201144,20210558,20215467,20215783,20216108,	0	ENSCSAG00000004956.1	incmpl	cmpl	1,1,0,1,0,1,0,2,2,1,1,0,2,0,
740	ENSCSAT00000002979.1	chr6	+	20324153	20339819	20324153	20339819	7	20324153,20325052,20334499,20335437,20336081,20336866,20339671,	20324283,20325148,20334933,20335829,20336361,20337147,20339819,	0	ENSCSAG00000004945.1	incmpl	incmpl	0,1,1,0,2,0,2,
97	ENSCSAT00000002858.1	chr6	+	25494972	25599359	25494972	25599359	3	25494972,25584766,25597776,	25497142,25584919,25599359,	0	ENSCSAG00000004832.1	cmpl	cmpl	0,1,1,
816	ENSCSAT00000018617.1	chr6	+	30377426	30378419	30377426	30378419	1	30377426,	30378419,	0	ENSCSAG00000018527.1	cmpl	cmpl	0,
102	ENSCSAT00000002238.1	chr6	-	31307607	31332205	31307607	31332205	3	31307607,31331647,31332069,	31308632,31331746,31332205,	0	ENSCSAG00000004210.1	cmpl	cmpl	1,1,0,
873	ENSCSAT00000001353.1	chr6	+	37748920	37754276	37748920	37754276	3	37748920,37749588,37752429,	37749044,37749684,37754276,	0	ENSCSAG00000003326.1	cmpl	cmpl	0,1,1,
873	ENSCSAT00000001350.1	chr6	-	37767320	37781056	37767320	37781056	2	37767320,37780956,	37769296,37781056,	0	ENSCSAG00000003323.1	incmpl	incmpl	1,0,
873	ENSCSAT00000001347.1	chr6	-	37798284	37808975	37799157	37808752	2	37798284,37808610,	37801667,37808975,	0	ENSCSAG00000003321.1	cmpl	cmpl	1,0,
111	ENSCSAT00000001043.1	chr6	+	40205891	40353280	40264489	40348779	7	40205891,40264301,40283647,40336067,40337609,40347394,40348421,	40206073,40268170,40283792,40336145,40337741,40347500,40353280,	0	ENSCSAG00000003015.1	cmpl	cmpl	-1,0,0,1,1,1,2,
927	ENSCSAT00000016533.1	chr6	-	44881039	44899539	44881039	44899404	4	44881039,44893099,44893986,44899389,	44883513,44893228,44894113,44899539,	0	ENSCSAG00000001995.1	cmpl	cmpl	1,1,0,0,
119	ENSCSAT00000016861.1	chr6	-	49002500	49039553	49006263	49023461	5	49002500,49019288,49021799,49023428,49038747,	49007843,49019381,49021926,49023519,49039553,	0	ENSCSAG00000001668.1	cmpl	cmpl	1,1,0,0,-1,
124	ENSCSAT00000008842.1	chr2	-	54382615	54430101	54413561	54430101	3	54382615,54413524,54429608,	54387476,54414274,54430101,	0	ENSCSAG00000010755.1	cmpl	cmpl	-1,1,0,
824	ENSCSAT00000011610.1	chr2	-	31348807	31360901	31350274	31359222	3	31348807,31358876,31360452,	31351119,31359229,31360901,	0	ENSCSAG00000013514.1	cmpl	cmpl	1,0,-1,
12	ENSCSAT00000011682.1	chr2	-	29242424	29496793	29245648	29495889	29	29242424,29337794,29338485,29339340,29339537,29353282,29362427,29367250,29370539,29386127,29387256,29388358,29390229,29393434,29397678,29399457,29402044,29404397,29409097,29410311,29418053,29429254,29441636,29467534,29469254,29477060,29478532,29480317,29495808,	29245876,29337881,29338543,29339430,29339614,29353463,29362647,29367304,29370672,29386237,29387361,29388458,29390394,29393589,29397803,29399542,29402141,29404465,29409275,29410396,29418136,29429412,29441783,29467701,29469355,29477136,29478586,29480397,29496793,	0	ENSCSAG00000013586.1	cmpl	cmpl	0,0,2,2,0,2,1,1,0,1,1,0,0,1,2,1,0,1,0,2,0,1,1,2,0,2,2,0,0,
