#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	relevantExonStart	relevantExonEnd
26	ENSPTRT00000042866	chr7	+	146693338	149033918	146693338	149033918	24	146693338,147366321,147434448,147633806,147694806,147707548,147715248,147718740,147897658,147992906,148089185,148165522,148243041,148513260,148588823,148732877,148763881,148788680,148834067,148846364,148884857,148999285,149027796,149033718,	146693435,147366432,147434642,147633954,147695010,147707733,147715392,147719005,147897808,147993078,148089292,148165642,148243242,148513417,148588951,148733048,148764100,148788917,148834304,148846498,148884951,148999525,149027877,149033918,	0	ENSPTRG00000019832	cmpl	cmpl	0,1,1,0,1,1,0,0,1,1,2,1,1,1,2,1,1,1,1,1,0,1,1,1,	149033718	149033918
1727	ENSPTRT00000055141	chr7	-	149746078	149770330	149746887	149770330	8	149746078,149748345,149748364,149748373,149748394,149748404,149756532,149770312,	149747996,149748363,149748371,149748393,149748403,149749193,149756689,149770330,	0	ENSPTRG00000028363	cmpl	cmpl	1,1,0,1,1,1,0,0,	149748404	149749193
1773	ENSPTRT00000036878	chr7	+	155818386	155833074	155818962	155833074	3	155818386,155832169,155832990,	155819703,155832418,155833074,	0	ENSPTRG00000019904	cmpl	cmpl	0,0,0,	155832169	155832418
79	ENSPTRT00000036980	chr8	+	6451123	6693399	6451190	6692827	14	6451123,6454223,6459587,6476541,6481091,6484746,6487856,6490223,6500978,6523454,6526565,6547254,6671223,6692771,	6451212,6454315,6459706,6476629,6481206,6484890,6487946,6491378,6501088,6523492,6526728,6547332,6671461,6693399,	0	ENSPTRG00000019946	cmpl	cmpl	0,1,0,2,0,1,1,1,1,0,2,0,0,1,	6692771	6693399
10	ENSPTRT00000037070	chr8	-	10127344	11332458	10127344	11332458	8	10127344,10139523,10145332,10202054,10282340,10370567,10633672,11332419,	10127539,10139647,10145405,10202177,10282428,10370669,10633867,11332458,	0	ENSPTRG00000020011	cmpl	cmpl	0,2,1,1,0,0,0,0,	10127344	10127539
86	ENSPTRT00000037097	chr8	-	13839115	13953318	13841221	13953318	16	13839115,13842274,13845092,13848423,13849866,13851004,13852303,13871305,13880827,13910024,13912562,13920436,13940857,13940996,13951027,13953241,	13841435,13842372,13845209,13848519,13849940,13851110,13852506,13871372,13881042,13910063,13912697,13920598,13940993,13941053,13952663,13953318,	0	ENSPTRG00000020023	cmpl	cmpl	2,0,0,0,1,0,1,0,1,1,1,1,0,0,2,0,	13951027	13952663
96	ENSPTRT00000037255	chr8	-	24352320	24479615	24354004	24474556	9	24352320,24361649,24386839,24389219,24391739,24403478,24451662,24474444,24479190,	24354141,24361847,24386896,24389318,24391820,24404153,24451791,24474571,24479615,	0	ENSPTRG00000020113	cmpl	cmpl	1,1,1,1,1,1,1,0,-1,	24352320	24354141
119	ENSPTRT00000037502	chr8	+	48411788	48808411	48411829	48808379	17	48411788,48419813,48456205,48467335,48468222,48468354,48518179,48545647,48552150,48568561,48607071,48672753,48674438,48719723,48725028,48767700,48808220,	48411856,48419948,48456262,48467393,48468266,48468396,48518282,48545730,48552281,48568691,48607110,48672870,48674510,48719876,48725121,48767811,48808411,	0	ENSPTRG00000020240	cmpl	cmpl	0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,	48808220	48808411
126	ENSPTRT00000037555	chr8	+	56106022	56262044	56258533	56259646	5	56106022,56143083,56155058,56187088,56258209,	56106275,56143181,56155174,56187177,56262044,	0	ENSPTRG00000020273	cmpl	cmpl	-1,-1,-1,-1,0,	56258209	56262044
16	ENSPTRT00000059894	chr8	-	59762013	59851305	59762013	59851230	14	59762013,59769436,59773709,59774084,59778597,59779095,59779682,59780332,59782482,59786791,59789308,59817981,59821056,59851115,	59762021,59769481,59773766,59774126,59778630,59779143,59779739,59780365,59782611,59786866,59789401,59818050,59821206,59851305,	0	ENSPTRG00000020289	cmpl	cmpl	1,1,1,1,1,1,1,1,1,1,1,1,1,0,	59762013	59762021
1111	ENSPTRT00000059886	chr8	+	69019121	69072985	69019160	69072803	3	69019121,69045468,69072174,	69019432,69045689,69072985,	0	ENSPTRG00000030985	cmpl	cmpl	0,2,1,	69072174	69072985
17	ENSPTRT00000037664	chr8	+	70966359	71341062	70966359	71341062	2	70966359,71338905,	70966938,71341062,	0	ENSPTRG00000020341	cmpl	cmpl	0,0,	71338905	71341062
170	ENSPTRT00000059839	chr8	+	102167077	102258625	102167077	102258625	5	102167077,102230927,102243185,102243345,102258514,	102167237,102231032,102243343,102243351,102258625,	0	ENSPTRG00000020488	cmpl	cmpl	0,1,1,0,0,	102258514	102258625
189	ENSPTRT00000038012	chr8	+	122327664	122523312	122500297	122502811	4	122327664,122405862,122500078,122522039,	122327950,122405925,122502815,122523312,	0	ENSPTRG00000020545	cmpl	cmpl	-1,-1,0,-1,	122500078	122502815
199	ENSPTRT00000038084	chr8	-	132230276	132333164	132230381	132333090	12	132230276,132241821,132268886,132270016,132273759,132280276,132282919,132290387,132295551,132314371,132318908,132333080,	132230556,132241907,132268982,132270086,132273819,132280354,132283102,132290611,132295724,132314449,132319076,132333164,	0	ENSPTRG00000020595	cmpl	cmpl	2,0,0,2,2,2,2,0,1,1,1,0,	132230276	132230556
1689	ENSPTRT00000038288	chr8	-	144723034	144758591	144723764	144757242	5	144723034,144756699,144757208,144757712,144758410,	144725503,144756813,144757338,144757820,144758591,	0	ENSPTRG00000024143	cmpl	cmpl	1,1,0,-1,-1,	144723034	144725503
88	ENSPTRT00000038472	chr9	+	15937677	16366190	15948961	16366127	26	15937677,15948850,15956167,15964026,15977417,15980093,16009364,16042434,16053374,16065941,16083056,16110579,16112491,16113586,16116674,16118410,16133311,16134554,16168058,16169078,16174606,16240173,16242363,16267979,16314394,16365899,	15937881,15949002,15956303,15964201,15977608,15980225,16009511,16042527,16053535,16066080,16083159,16110686,16112557,16113787,16116842,16118599,16133816,16134671,16168285,16169261,16174792,16240319,16242418,16268111,16314547,16366190,	0	ENSPTRG00000020787	cmpl	cmpl	-1,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,	16365899	16366190
99	ENSPTRT00000038553	chr9	-	27935148	28141107	27936603	28064666	4	27935148,27966084,28064248,28140881,	27936633,27966287,28064864,28141107,	0	ENSPTRG00000020837	cmpl	cmpl	0,1,0,-1,	27935148	27936633
100	ENSPTRT00000038558	chr9	-	28540115	29240938	28540429	28542250	7	28540115,28603779,28715445,28866278,28939561,29045902,29240852,	28542285,28603842,28715461,28866411,28939594,29045987,29240938,	0	ENSPTRG00000020840	cmpl	cmpl	0,-1,-1,-1,-1,-1,-1,	28540115	28542285
1112	ENSPTRT00000038854	chr9	-	69147779	69177585	69150967	69176291	2	69147779,69175786,	69151197,69177585,	0	ENSPTRG00000021013	cmpl	cmpl	1,0,	69147779	69151197
139	ENSPTRT00000038857	chr9	-	69302083	69618091	69302984	69611921	26	69302083,69316564,69319866,69320182,69356990,69364706,69369982,69377653,69382965,69385938,69387140,69388302,69392249,69402329,69406185,69407684,69448984,69510365,69532870,69559602,69576908,69592086,69595461,69611918,69613442,69618018,	69304437,69316697,69320066,69320333,69357165,69364958,69370111,69377794,69383133,69386167,69387430,69388332,69392390,69402380,69406320,69407785,69449057,69510489,69533045,69559677,69577080,69592211,69595675,69612123,69613522,69618091,	0	ENSPTRG00000021014	cmpl	cmpl	2,1,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,2,1,1,0,1,0,0,-1,-1,	69302083	69304437
2	ENSPTRT00000056520	chr9	-	75483568	75584465	75486762	75584465	12	75483568,75491534,75496648,75501382,75509198,75511234,75512002,75518514,75526192,75529133,75576605,75578029,	75486793,75491582,75496687,75501481,75509285,75511366,75512105,75518685,75526393,75529213,75577368,75584465,	0	ENSPTRG00000021038	cmpl	cmpl	2,2,2,2,2,2,1,1,1,2,1,0,	75483568	75486793
152	ENSPTRT00000050236	chr9	+	83673594	83820296	83675792	83820296	15	83673594,83674345,83674723,83675420,83708386,83708575,83714102,83716892,83729819,83730470,83733905,83747814,83750884,83757893,83820258,	83673829,83674467,83674932,83676004,83708461,83708647,83714171,83717047,83729956,83730603,83734211,83747850,83750985,83757993,83820296,	0	ENSPTRG00000021064	cmpl	cmpl	-1,-1,-1,0,2,2,2,2,1,0,1,1,1,0,1,	83820258	83820296
1243	ENSPTRT00000056496	chr9	+	86335982	86344152	86335982	86344152	3	86335982,86336090,86343954,	86336087,86336153,86344152,	0	ENSPTRG00000029233	cmpl	cmpl	0,0,0,	86343954	86344152
156	ENSPTRT00000039009	chr9	+	87517348	87608920	87557179	87605488	6	87517348,87557021,87579171,87592711,87598576,87605288,	87517505,87557231,87579220,87592965,87598810,87608920,	0	ENSPTRG00000021088	cmpl	cmpl	-1,0,1,2,1,1,	87605288	87608920
158	ENSPTRT00000039024	chr9	+	89997782	90052339	89997782	90051802	13	89997782,89999019,90017310,90019714,90020173,90022296,90029455,90029923,90032817,90034008,90043946,90044716,90051729,	89997926,89999180,90017449,90019793,90020223,90022365,90029543,90030101,90033027,90034198,90044087,90044829,90052339,	0	ENSPTRG00000021098	cmpl	cmpl	0,0,2,0,1,0,0,1,2,2,0,0,2,	90051729	90052339
1287	ENSPTRT00000056475	chr9	-	92057562	92090036	92057720	92087084	5	92057562,92067271,92067652,92087069,92089917,	92060044,92067364,92067779,92087114,92090036,	0	ENSPTRG00000021118	cmpl	cmpl	1,1,0,0,-1,	92057562	92060044
164	ENSPTRT00000044963	chr9	-	95695008	95816047	95697678	95816012	14	95695008,95703781,95716806,95717561,95717887,95728263,95728791,95733425,95736173,95746629,95758830,95760907,95761520,95815852,	95697715,95703898,95716904,95717721,95718026,95728494,95728879,95733488,95736240,95746706,95758923,95760983,95761611,95816047,	0	ENSPTRG00000021155	cmpl	cmpl	2,2,0,2,1,1,0,0,2,0,0,2,1,0,	95695008	95697715
167	ENSPTRT00000039179	chr9	+	99057424	99101018	99063752	99097982	8	99057424,99061363,99063750,99068399,99068992,99080350,99083141,99097734,	99057977,99061537,99064703,99068529,99069165,99080550,99083320,99101018,	0	ENSPTRG00000021186	cmpl	cmpl	-1,-1,0,0,1,0,2,1,	99097734	99101018
177	ENSPTRT00000039271	chr9	+	109211935	109608968	109211935	109608968	14	109211935,109298602,109312702,109357261,109358587,109365622,109451745,109576099,109577379,109577393,109577429,109596807,109602568,109608869,	109211980,109298683,109312833,109357376,109358609,109365724,109451831,109576831,109577391,109577426,109579035,109596986,109602607,109608968,	0	ENSPTRG00000021242	cmpl	cmpl	0,0,0,2,0,1,1,0,0,0,0,1,0,0,	109608869	109608968
1550	ENSPTRT00000039545	chr9	+	126575717	126606797	126604082	126605486	3	126575717,126579477,126604059,	126575824,126579600,126606797,	0	ENSPTRG00000021378	cmpl	cmpl	-1,-1,0,	126604059	126606797
1567	ENSPTRT00000039684	chr9	+	128725958	128763009	128752196	128761343	4	128725958,128729801,128752188,128761067,	128726041,128729908,128754353,128763009,	0	ENSPTRG00000021443	cmpl	cmpl	-1,-1,0,0,	128752188	128754353
1586	ENSPTRT00000039793	chr9	-	131264426	131283660	131267178	131283320	2	131264426,131282997,	131267707,131283660,	0	ENSPTRG00000021484	cmpl	cmpl	2,0,	131264426	131267707
633	ENSPTRT00000057922	chr10	+	6297885	6391072	6297885	6388492	15	6297885,6368241,6369838,6370704,6371730,6372158,6374602,6375675,6376392,6376652,6377865,6378964,6379155,6381202,6388444,	6297901,6368367,6369935,6370771,6371805,6372215,6374727,6375883,6376539,6376757,6377995,6379027,6379220,6381376,6391072,	0	ENSPTRG00000002267	incmpl	cmpl	0,1,1,2,0,0,0,2,0,0,0,1,1,0,0,	6388444	6391072
9	ENSPTRT00000004162	chr10	-	7329775	7549040	7329775	7549040	21	7329775,7337181,7338146,7338760,7342246,7354886,7363783,7366653,7368701,7372043,7387345,7395070,7410767,7415735,7444473,7454128,7535045,7537628,7548942,7549017,7549028,	7329916,7337310,7338410,7338927,7342422,7354996,7363923,7366724,7368744,7372157,7387472,7395153,7410915,7415837,7444569,7454217,7535286,7537723,7549015,7549026,7549040,	0	ENSPTRG00000002271	cmpl	cmpl	0,0,0,1,2,0,1,2,1,1,0,1,0,0,0,1,0,1,0,0,0,	7329775	7329916
84	ENSPTRT00000004188	chr10	-	11729331	11887880	11731165	11873488	15	11729331,11752935,11758196,11758394,11759049,11762327,11764050,11766337,11774281,11782800,11791681,11798467,11800578,11873484,11887682,	11732574,11753088,11758296,11758460,11759144,11762448,11764099,11766447,11774389,11782882,11791720,11798550,11800646,11873571,11887880,	0	ENSPTRG00000002286	cmpl	cmpl	1,1,0,0,1,0,2,0,0,2,2,0,1,0,-1,	11729331	11732574
85	ENSPTRT00000004209	chr10	-	13219888	13326829	13221611	13326661	3	13219888,13323430,13326287,	13221875,13323605,13326829,	0	ENSPTRG00000002297	cmpl	incmpl	0,2,0,	13219888	13221875
89	ENSPTRT00000004265	chr10	-	17227808	17457538	17228334	17457538	8	17227808,17332347,17391335,17391714,17393663,17404300,17421987,17457393,	17228437,17332480,17391450,17391797,17393782,17404421,17422038,17457538,	0	ENSPTRG00000002325	cmpl	incmpl	2,1,0,1,2,1,1,0,	17227808	17228437
768	ENSPTRT00000004331	chr10	+	24021003	24023906	24021192	24022635	1	24021003,	24023906,	0	ENSPTRG00000002361	cmpl	cmpl	0,	24021003	24023906
801	ENSPTRT00000004378	chr10	-	28316175	28392479	28318525	28390093	7	28316175,28318817,28378522,28381896,28388021,28389905,28392367,	28318712,28318851,28378858,28382050,28388181,28390172,28392479,	0	ENSPTRG00000002385	cmpl	cmpl	2,1,1,0,2,0,-1,	28316175	28318712
106	ENSPTRT00000050381	chr10	-	34860458	35586634	34862066	35586581	27	34860458,34870489,34882714,35024071,35038577,35072118,35087762,35092837,35093914,35098260,35108150,35119258,35120183,35132816,35135212,35139193,35143746,35145345,35160233,35163106,35213676,35234205,35234287,35234705,35281932,35465460,35586461,	34862460,34870617,34882835,35024314,35038688,35072350,35087990,35092882,35094066,35098450,35108310,35119429,35120372,35132855,35135341,35139333,35144129,35145471,35160317,35163198,35213808,35234286,35234311,35234776,35282113,35465562,35586634,	0	ENSPTRG00000002415	cmpl	cmpl	2,0,2,2,2,1,1,1,2,1,0,0,0,0,0,1,2,2,2,0,0,0,0,1,0,0,0,	34860458	34862460
915	ENSPTRT00000004541	chr10	+	43319171	43351037	43319425	43349273	7	43319171,43322987,43324771,43328143,43331283,43340234,43348980,	43320086,43323204,43324873,43328322,43331378,43340316,43351037,	0	ENSPTRG00000002443	cmpl	cmpl	0,1,2,2,1,0,1,	43348980	43351037
917	ENSPTRT00000004547	chr10	-	43572326	43597394	43573347	43574595	4	43572326,43581337,43584627,43597276,	43574647,43581396,43584762,43597394,	0	ENSPTRG00000002446	cmpl	cmpl	0,-1,-1,-1,	43572326	43574647
129	ENSPTRT00000004718	chr10	-	58879569	58993735	58958430	58991823	21	58879569,58893898,58907401,58911056,58911414,58914759,58915805,58919583,58932985,58935061,58935938,58937045,58937602,58939108,58940588,58958312,58961235,58966617,58986976,58991710,58993098,	58880994,58893986,58907780,58911147,58911723,58914903,58915937,58919658,58933067,58935184,58936064,58937274,58937699,58939316,58940800,58958467,58961460,58966724,58987079,58991834,58993735,	0	ENSPTRG00000002526	incmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,-1,	58879569	58880994
16	ENSPTRT00000004761	chr10	+	65905612	66081190	65906149	66077881	3	65905612,65906498,66077671,	65906165,65908030,66081190,	0	ENSPTRG00000002545	incmpl	cmpl	0,1,0,	66077671	66081190
139	ENSPTRT00000042292	chr10	-	69383772	69472778	69386154	69467446	5	69383772,69413559,69431379,69467364,69472619,	69386309,69413727,69431529,69467509,69472778,	0	ENSPTRG00000002588	cmpl	cmpl	1,1,1,0,-1,	69383772	69386309
1185	ENSPTRT00000005032	chr10	-	78692312	78757360	78696347	78757173	4	78692312,78705359,78744282,78756927,	78696461,78705524,78744483,78757360,	0	ENSPTRG00000002670	cmpl	cmpl	0,0,0,0,	78692312	78696461
153	ENSPTRT00000043599	chr10	+	84438597	84631339	84483025	84626352	11	84438597,84482986,84485591,84530236,84538220,84551068,84576309,84582732,84589918,84612668,84626257,	84438752,84484442,84485788,84530327,84538383,84551264,84576393,84582819,84590008,84612753,84631339,	0	ENSPTRG00000002697	cmpl	cmpl	-1,0,1,0,1,2,0,0,0,0,1,	84626257	84631339
161	ENSPTRT00000005200	chr10	-	92363027	92554761	92363027	92554761	10	92363027,92392086,92402603,92422136,92454863,92456780,92495090,92506582,92553442,92553919,	92363255,92392268,92402718,92422255,92454953,92456921,92495147,92506742,92553608,92554761,	0	ENSPTRG00000002753	cmpl	cmpl	0,1,0,1,1,1,1,0,2,0,	92363027	92363255
1381	ENSPTRT00000005552	chr10	-	104334898	104370389	104335038	104369775	10	104334898,104341423,104344471,104349888,104351216,104352403,104357419,104362719,104369642,104370280,	104335196,104341496,104344594,104350060,104351340,104352565,104357485,104362815,104369837,104370389,	0	ENSPTRG00000002919	cmpl	cmpl	1,0,0,2,1,1,1,1,0,-1,	104334898	104335196
1460	ENSPTRT00000005644	chr10	+	114737651	114740513	114737737	114739168	1	114737651,	114740513,	0	ENSPTRG00000002956	cmpl	cmpl	0,	114737651	114740513
22	ENSPTRT00000044603	chr10	+	115807229	116662398	115807229	116662398	30	115807229,115833613,115833649,115835135,115841029,115842755,115870905,115876561,115882065,115930735,115957562,115981862,115983462,115984986,115998054,116002903,116016732,116018572,116035761,116054761,116109043,116140342,116176273,116181505,116183505,116233622,116264770,116443410,116563994,116662276,	115807522,115833647,115833696,115835249,115841158,115842964,115871080,115876649,115882321,115930919,115957717,115981947,115983671,115985105,115998187,116003085,116016946,116018761,116035980,116054899,116109137,116140395,116176368,116181584,116183663,116233684,116264849,116443518,116564109,116662398,	0	ENSPTRG00000002965	cmpl	cmpl	0,2,0,2,2,2,1,2,0,1,2,1,2,1,0,1,0,1,1,1,1,2,1,0,1,0,2,0,0,1,	116662276	116662398
186	ENSPTRT00000043954	chr10	-	118740281	118782830	118744658	118782390	7	118740281,118742918,118750715,118769985,118774974,118776123,118782037,	118742617,118744886,118750761,118770045,118775443,118776566,118782830,	0	ENSPTRG00000002982	cmpl	cmpl	-1,0,2,2,1,2,0,	118742918	118744886
23	ENSPTRT00000057301	chr10	-	122581227	122769586	122742671	122769586	12	122581227,122628491,122676473,122680831,122709453,122738999,122742545,122751820,122754916,122763494,122765388,122769501,	122581969,122628612,122676573,122681013,122709486,122739128,122742775,122752066,122755020,122763557,122765452,122769586,	0	ENSPTRG00000003005	incmpl	cmpl	-1,-1,-1,-1,-1,-1,1,1,2,2,1,0,	122581227	122581969
595	ENSPTRT00000006038	chr11	-	1316515	1349084	1316515	1349084	6	1316515,1316926,1325814,1330522,1335318,1349066,	1316689,1317108,1325905,1330705,1335468,1349084,	0	ENSPTRG00000003151	cmpl	incmpl	0,1,0,0,0,0,	1316926	1317108
619	ENSPTRT00000006156	chr11	+	4466318	4476807	4475412	4476369	2	4466318,4475373,	4466929,4476807,	0	ENSPTRG00000003220	cmpl	cmpl	-1,0,	4475373	4476807
619	ENSPTRT00000055726	chr11	-	4507001	4523673	4507229	4508204	2	4507001,4523585,	4508242,4523673,	0	ENSPTRG00000028737	cmpl	incmpl	0,-1,	4507001	4508242
636	ENSPTRT00000006277	chr11	+	6751460	6809286	6757312	6809286	8	6751460,6752699,6757133,6766613,6768118,6768578,6780733,6809176,	6751723,6752845,6757712,6766696,6768251,6768674,6780826,6809286,	0	ENSPTRG00000003309	cmpl	cmpl	-1,-1,0,1,0,1,1,1,	6780733	6780826
855	ENSPTRT00000006594	chr11	+	35418833	35513147	35419266	35510083	18	35418833,35456566,35460262,35467091,35470106,35477011,35478383,35481342,35481931,35484770,35486370,35488364,35490225,35491505,35495115,35499600,35501935,35509878,	35419333,35456732,35460396,35467160,35470337,35477140,35478509,35481456,35482048,35484899,35486502,35488466,35490315,35491709,35495178,35499672,35502014,35513147,	0	ENSPTRG00000003501	cmpl	cmpl	0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,	35509878	35513147
107	ENSPTRT00000006601	chr11	+	35948361	36096665	35948668	36094842	5	35948361,35970849,36012963,36022466,36094814,	35949337,35970927,36013203,36022486,36096665,	0	ENSPTRG00000003504	cmpl	cmpl	0,0,0,0,2,	36094814	36096665
13	ENSPTRT00000055621	chr11	+	36670026	36760085	36695283	36757633	10	36670026,36670684,36695158,36697459,36713422,36726744,36732263,36741211,36746105,36757238,	36670181,36670760,36695447,36697540,36713471,36726802,36732355,36741352,36746232,36760085,	0	ENSPTRG00000003509	cmpl	cmpl	-1,-1,0,2,2,0,1,0,0,1,	36757238	36760085
111	ENSPTRT00000006617	chr11	-	40509899	40691112	40510064	40511987	2	40509899,40689197,	40512029,40691112,	0	ENSPTRG00000003515	cmpl	cmpl	0,-1,	40509899	40512029
17	ENSPTRT00000007471	chr11	-	68762206	69372698	68767210	69372698	29	68762206,68780049,68784063,68785012,68787082,68796725,68797009,68797039,68797591,68798128,68961252,68963572,69001272,69111924,69122882,69136599,69215698,69230670,69230782,69253039,69253132,69269184,69270975,69317213,69319393,69335630,69339240,69344783,69372491,	68767781,68782456,68784084,68785124,68787213,68796734,68797037,68797058,68797622,68798264,68961377,68963655,69001348,69112038,69123052,69136918,69215768,69230683,69230804,69253078,69253145,69269236,69270980,69317381,69319545,69335739,69339312,69344987,69372698,	0	ENSPTRG00000004007	cmpl	cmpl	2,1,1,0,1,1,0,2,1,0,1,2,1,1,2,1,0,2,1,1,0,2,0,0,1,0,0,0,0,	68762206	68767781
17	ENSPTRT00000007612	chr11	+	74188300	74521172	74188300	74521172	17	74188300,74188310,74188826,74226108,74235983,74252340,74261291,74284741,74334805,74356624,74377267,74380835,74382110,74390320,74439463,74495715,74520469,	74188309,74188360,74188884,74226226,74236018,74252502,74261366,74284827,74334911,74356751,74377352,74380923,74382171,74390486,74439542,74495807,74521172,	0	ENSPTRG00000004088	cmpl	cmpl	0,0,2,0,1,0,0,0,2,0,1,2,0,1,2,0,2,	74520469	74521172
1155	ENSPTRT00000007616	chr11	-	74735121	74750227	74735121	74750227	4	74735121,74739871,74745205,74750107,	74737052,74739908,74745313,74750227,	0	ENSPTRG00000004091	cmpl	incmpl	1,0,0,0,	74735121	74737052
1284	ENSPTRT00000007782	chr11	-	91675893	91726935	91676747	91726838	11	91675893,91682310,91690921,91694287,91696310,91709609,91710500,91711615,91713233,91714494,91726783,	91677055,91682480,91691091,91694386,91696538,91709694,91710596,91711704,91713324,91714618,91726935,	0	ENSPTRG00000004171	cmpl	cmpl	1,2,0,0,0,2,2,0,2,1,0,	91675893	91677055
1299	ENSPTRT00000007819	chr11	+	93621536	93665355	93621608	93662280	2	93621536,93661077,	93621908,93665355,	0	ENSPTRG00000004191	cmpl	cmpl	0,0,	93661077	93665355
73	ENSPTRT00000008343	chr12	-	293380	399949	295015	399736	30	293380,295685,295749,302305,305140,306611,316499,317007,319354,320423,322594,327624,330509,331933,332598,333110,338922,341897,343567,344321,360949,362527,364406,365492,366769,373624,376594,394663,396534,399571,	295222,295745,295767,302716,305376,306771,316643,317559,319510,320603,322733,327980,330624,332084,332723,333292,339117,342017,343730,344503,361108,362647,364565,365584,366875,373759,376765,394786,396612,399949,	0	ENSPTRG00000004507	cmpl	cmpl	0,0,0,0,1,0,0,0,0,0,2,0,2,1,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,	293380	295222
637	ENSPTRT00000008475	chr12	-	6842169	6859612	6843469	6844588	2	6842169,6859379,	6844804,6859612,	0	ENSPTRG00000004581	cmpl	cmpl	0,-1,	6842169	6844804
89	ENSPTRT00000042890	chr12	-	17011107	17072311	17013946	17064403	4	17011107,17023225,17064197,17072156,	17014052,17023351,17064411,17072311,	0	ENSPTRG00000004738	cmpl	cmpl	2,2,0,-1,	17011107	17014052
11	ENSPTRT00000045962	chr12	+	20922703	21231276	20922724	21230606	16	20922703,21111014,21168379,21171162,21176186,21184638,21188436,21189642,21191850,21194600,21201950,21202207,21204142,21205890,21209386,21230364,	20923684,21111065,21168637,21171317,21176302,21184858,21188522,21189797,21191988,21194712,21202064,21202407,21204346,21206046,21209645,21231276,	0	ENSPTRG00000004748	cmpl	cmpl	0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,1,	21230364	21231276
1	ENSPTRT00000008930	chr12	+	50260847	50332789	50261400	50331622	10	50260847,50263838,50272942,50275725,50276649,50279919,50296684,50303376,50309166,50331402,	50262339,50264019,50273058,50275894,50276744,50280065,50296830,50303461,50309292,50332789,	0	ENSPTRG00000004825	cmpl	cmpl	0,0,1,0,1,0,2,1,2,2,	50331402	50332789
119	ENSPTRT00000046590	chr12	-	48797134	48962284	48797391	48962205	23	48797134,48837543,48838793,48841410,48846314,48850221,48852818,48873620,48887141,48908930,48925086,48925533,48929769,48931569,48932358,48935373,48935691,48939251,48945157,48947380,48951035,48960558,48962144,	48797468,48837700,48838906,48841597,48846418,48850456,48852889,48873770,48887300,48909051,48925262,48925661,48929920,48931687,48932483,48935555,48935791,48939458,48945253,48947553,48951168,48960591,48962284,	0	ENSPTRG00000004834	cmpl	cmpl	1,0,1,0,1,0,1,1,1,0,1,2,1,0,1,2,1,1,1,2,1,1,0,	48797134	48797468
14	ENSPTRT00000008986	chr12	-	43878416	44064181	43881375	44064181	22	43878416,43892801,43892983,43894430,43894608,43926318,43934371,43937491,43938297,43940330,43948578,43950363,43950653,43951079,43951420,43966491,43970083,43976402,44062143,44063935,44063946,44064089,	43881520,43892893,43893107,43894516,43894747,43926467,43937232,43937688,43938432,43940412,43948746,43950573,43950750,43951330,43951487,43966559,43970302,43976536,44062241,44063944,44063974,44064181,	0	ENSPTRG00000004853	cmpl	cmpl	2,0,2,0,2,0,1,2,2,1,1,1,0,1,0,1,1,2,0,0,2,0,	43878416	43881520
848	ENSPTRT00000009288	chr12	+	34546375	34559112	34546375	34559112	4	34546375,34548050,34548117,34558929,	34546885,34548113,34548150,34559112,	0	ENSPTRG00000005048	cmpl	cmpl	0,0,0,0,	34558929	34559112
99	ENSPTRT00000067935	chr12	+	27500072	27811444	27654362	27797556	7	27500072,27630941,27654361,27771243,27772521,27797544,27809309,	27500202,27631023,27654468,27771396,27772646,27797782,27811444,	0	ENSPTRG00000005162	cmpl	cmpl	-1,-1,0,1,1,0,-1,	27809309	27811444
98	ENSPTRT00000009500	chr12	+	26571303	26866732	26571500	26862230	10	26571303,26675327,26705156,26719617,26772468,26789783,26816457,26820674,26843420,26862082,	26571697,26675493,26705501,26719730,26772553,26789902,26816521,26820782,26843572,26866732,	0	ENSPTRG00000005165	cmpl	cmpl	0,2,0,0,2,0,2,0,0,2,	26862082	26866732
97	ENSPTRT00000046438	chr12	-	25333079	25641397	25334664	25641341	23	25333079,25333690,25349116,25349592,25351159,25361398,25365302,25368255,25379922,25382585,25382797,25386406,25391105,25397763,25398984,25413620,25415701,25435260,25435865,25461915,25488989,25494910,25641274,	25333137,25335042,25349456,25349727,25351340,25361478,25365527,25368361,25380057,25382663,25382858,25386509,25391133,25397848,25399182,25413722,25415923,25435389,25436048,25461978,25489152,25495106,25641397,	0	ENSPTRG00000005170	cmpl	cmpl	-1,0,2,2,1,2,2,1,1,1,0,2,1,0,0,0,0,0,0,0,2,1,0,	25333690	25335042
95	ENSPTRT00000064374	chr12	-	23489490	23627182	23489490	23627182	5	23489490,23501360,23613909,23624447,23627149,	23489538,23501393,23613960,23624534,23627182,	0	ENSPTRG00000005184	cmpl	incmpl	0,0,0,0,0,	23489490	23489538
